Nome produto;Imagem principal;Imagem 2;Imagem 3;Imagem 4;Marca;Modelo;Imagens adicionais;Nome categoria
Músculo do Braço Humano (7 Partes) - CL-336;https://images.tcdn.com.br/img/img_prod/1357340/musculo_do_braco_humano_7_partes_cl_336_79357_1_02e89e654195f03c8be2d9a86c9d0c3a.png;https://images.tcdn.com.br/img/img_prod/1357340/musculo_do_braco_humano_7_partes_cl_336_79357_2_a55e17d38b85c95f300584ea59a6f115.png;https://images.tcdn.com.br/img/img_prod/1357340/musculo_do_braco_humano_7_partes_cl_336_79357_3_f7946cae05e418b765f23b18d9bc625b.png;;Clone;CL-336;;Anatômicos e Simuladores
Músculo da Perna Humana (13 Partes) - CL-337;https://images.tcdn.com.br/img/img_prod/1357340/musculo_da_perna_humana_13_partes_cl_337_79359_1_d4124b3e14d60d87843c3dd7b8dd517b.png;https://images.tcdn.com.br/img/img_prod/1357340/musculo_da_perna_humana_13_partes_cl_337_79359_2_ae430931f221eb8c566e9ddfc7a57fc9.png;https://images.tcdn.com.br/img/img_prod/1357340/musculo_da_perna_humana_13_partes_cl_337_79359_3_865b8423a51963896897e8d48b130f21.png;https://images.tcdn.com.br/img/img_prod/1357340/musculo_da_perna_humana_13_partes_cl_337_79359_4_eeb168723ac02a55942b51898aa7d7f8.png;Clone;CL-337;;Anatômicos e Simuladores
Modelo de Pé de Músculo Humano em Tamanho Real (7 Peças) - CL-338;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_pe_de_musculo_humano_em_tamanho_real_7_pecas_cl_338_79361_1_4e7cf45a03759259fed2d3b62174b2d6.png;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_pe_de_musculo_humano_em_tamanho_real_7_pecas_cl_338_79361_2_6517f24591f867791f9c876e3d493d15.png;;;Clone;CL-338;;Anatômicos e Simuladores
Modelo de músculo humano em tamanho real - CL-339;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_musculo_humano_em_tamanho_real_cl_339_79363_1_e3db364fab54c2936bb80b5d87032473.png;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_musculo_humano_em_tamanho_real_cl_339_79363_2_fdbb07b769d2af9b411bbaad83bae5f1.png;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_musculo_humano_em_tamanho_real_cl_339_79363_3_b9ede39a7108363b985c0f798e5e82ea.png;;Clone;CL-339;;Anatômicos e Simuladores
Manequim Multifuncional para Cuidados com o Paciente (Feminino)  - CL-401;https://images.tcdn.com.br/img/img_prod/1357340/manequim_multifuncional_para_cuidados_com_o_paciente_feminino_cl_401_79365_1_128863ecacc6905cb9c83b31b303ac0a.png;;;;Clone;CL-401;;Anatômicos e Simuladores
Manequim Multifuncional para Cuidados com o Paciente (Masculino) - CL-401M;https://images.tcdn.com.br/img/img_prod/1357340/manequim_multifuncional_para_cuidados_com_o_paciente_masculino_cl_401m_79367_1_2c472020b19e7cdf31b89ad726c36a8f.png;;;;Clone;CL-401M;;Anatômicos e Simuladores
Modelo de Curso de Entrega - CL-402;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_curso_de_entrega_cl_402_79369_1_14380a9c4bbd1b0c192e7e70be2553e5.png;;;;Clone;CL-402;;Anatômicos e Simuladores
Modelo de Curso de Entrega - CL-402A;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_curso_de_entrega_cl_402a_79371_1_3bf85ee8c3fdb17b92cc9c736de514ea.png;;;;Clone;CL-402A;;Anatômicos e Simuladores
Modelo Dental Care (28 dentes) - CL-403;https://images.tcdn.com.br/img/img_prod/1357340/modelo_dental_care_28_dentes_cl_403_79373_1_826403e61ee60c94e1ff1fd832c3df63.png;;;;Clone;CL-403;;Anatômicos e Simuladores
Modelo Dental Care (32 dentes) - CL-403A;https://images.tcdn.com.br/img/img_prod/1357340/modelo_dental_care_32_dentes_cl_403a_79375_1_9d891ee896fa3eb00b324fca7d7baf83.png;;;;Clone;CL-403A;;Anatômicos e Simuladores
Pequeno Modelo de Atendimento Odontológico (28 dentes) - CL-403B;https://images.tcdn.com.br/img/img_prod/1357340/pequeno_modelo_de_atendimento_odontologico_28_dentes_cl_403b_79377_1_69ab9c59258a642004f8f3a40f88d0e3.png;;;;Clone;CL-403B;;Anatômicos e Simuladores
Torso para treinamento básico de RCP - CL-404;https://images.tcdn.com.br/img/img_prod/1357340/torso_para_treinamento_basico_de_rcp_cl_404_79379_1_5af58296f06e89db805e2b47505057bb.png;;;;Clone;CL-404;;Anatômicos e Simuladores
Manequim Eletrônico de Treinamento em RCP de Meio Corpo (Masculino) - CL-404A;https://images.tcdn.com.br/img/img_prod/1357340/manequim_eletronico_de_treinamento_em_rcp_de_meio_corpo_masculino_cl_404a_79381_1_b4ad5682c62dcf9436d28b4c33bcd64c.png;;;;Clone;CL-404A;;Anatômicos e Simuladores
Manequim Eletrônico de Treinamento em RCP de Meio Corpo (Feminino) - CL-404B;https://images.tcdn.com.br/img/img_prod/1357340/manequim_eletronico_de_treinamento_em_rcp_de_meio_corpo_feminino_cl_404b_79383_1_41c262c3c0ccf4bdede709ffd8bf8e69.png;;;;Clone;CL-404B;;Anatômicos e Simuladores
Modelo de Ensino de Prática Básica de Enfermagem - CL-405;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_ensino_de_pratica_basica_de_enfermagem_cl_405_79385_1_3bb25bbc1dd33fb2ee6e011bd4d49fc3.png;;;;Clone;CL-405;;Anatômicos e Simuladores
Modelo de Lavagem Gástrica Transparente - CL-405-2;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_lavagem_gastrica_transparente_cl_405_2_79387_1_a5250616a36d6390143a1e3af20d7792.png;;;;Clone;CL-405-2;;Anatômicos e Simuladores
Manequim de RCP básico de corpo inteiro estilo 100 (Masculino) - CL-406-1;https://images.tcdn.com.br/img/img_prod/1357340/manequim_de_rcp_basico_de_corpo_inteiro_estilo_100_masculino_cl_406_1_79389_1_d5d7ed300569a019202d65dedf5008fa.png;;;;Clone;CL-406-1;;Anatômicos e Simuladores
Manequim de RCP básico de corpo inteiro estilo 200 (Masculino) - CL-406-2;https://images.tcdn.com.br/img/img_prod/1357340/manequim_de_rcp_basico_de_corpo_inteiro_estilo_200_masculino_cl_406_2_79391_1_0863f64536ed69350b4b914ffbf50cbe.png;;;;Clone;CL-406-2;;Anatômicos e Simuladores
Manequim de RCP básico de corpo inteiro estilo 200 (Feminino) - CL-406A-2;https://images.tcdn.com.br/img/img_prod/1357340/manequim_de_rcp_basico_de_corpo_inteiro_estilo_200_feminino_cl_406a_2_79393_4_57220d0f0164a37bf195103286b89912.png;https://images.tcdn.com.br/img/img_prod/1357340/manequim_de_rcp_basico_de_corpo_inteiro_estilo_200_feminino_cl_406a_2_79393_2_24377d7f0c14a905a97d8eabcd61f101.png;https://images.tcdn.com.br/img/img_prod/1357340/manequim_de_rcp_basico_de_corpo_inteiro_estilo_200_feminino_cl_406a_2_79393_4_f4ad7611ea58d233f41338f5bde5aef0.png;;Clone;CL-406A-2;;Anatômicos e Simuladores
Manequim adulto completo em tamanho natural para treinamento RCP com monitor LCD, masculino - CL-406-5;https://images.tcdn.com.br/img/img_prod/1357340/manequim_adulto_completo_em_tamanho_natural_para_treinamento_rcp_com_monitor_lcd_masculino_cl_406_5_79395_1_4b881234133f53b385370acf9c4c7e67.png;;;;Clone;CL-406-5;;Anatômicos e Simuladores
Manequim de cabeça para intubação, adulto - CL-407;https://images.tcdn.com.br/img/img_prod/1357340/manequim_de_cabeca_para_intubacao_adulto_cl_407_79397_1_eb9785426e3f2f6e28a808504a6fdf7d.png;;;;Clone;CL-407;;Anatômicos e Simuladores
Simulador de Cateterismo Uretral Eletrônico - CL-408;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_cateterismo_uretral_eletronico_cl_408_79399_1_87b3c64644889d5c2597ce2bb1fab118.png;;;;Clone;CL-408;;Anatômicos e Simuladores
Simulador de Cateterismo de Uretral Masculino Avançado - CL-408C;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_cateterismo_de_uretral_masculino_avancado_cl_408c_79401_1_e9962bc44341e938224a5befb9e960bf.png;;;;Clone;CL-408C;;Anatômicos e Simuladores
Simulador de Cateterismo de Uretral Feminino Avançado - CL-408D;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_cateterismo_de_uretral_feminino_avancado_cl_408d_79403_1_52111aa381c5be6fa6f8536be6f1299d.png;;;;Clone;CL-408D;;Anatômicos e Simuladores
Simulador de Cateterismo de Uretral Masculina Transparente - CL-408E;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_cateterismo_de_uretral_masculina_transparente_cl_408e_79405_1_87b3c64644889d5c2597ce2bb1fab118.png;;;;Clone;CL-408E;;Anatômicos e Simuladores
Simulador de cateterismo de Uretral Feminino Transparente -  CL-408F;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_cateterismo_de_uretral_feminino_transparente_cl_408f_79407_1_d9705d751563f8a3304e3df313b58f6d.png;;;;Clone;CL-408F;;Anatômicos e Simuladores
Modelo de recém-nascido - CL-409;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_recem_nascido_cl_409_79409_1_6b054826d0578b157965cbd0046dbffe.png;;;;Clone;CL-409;;Anatômicos e Simuladores
Modelo de recém-nascido novo modelo - CL-409A;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_recem_nascido_novo_modelo_cl_409a_79411_1_05a029e69dfbac2f9d048c7b3dcc7c8d.png;;;;Clone;CL-409A;;Anatômicos e Simuladores
Simulador de Treinamento Ginecológico - CL-411;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_treinamento_ginecologico_cl_411_79413_1_e133dd8cab0957e171190d0d31157922.png;;;;Clone;CL-411;;Anatômicos e Simuladores
Manequim Processo de Desenvolvimento do Feto  CL-414;https://images.tcdn.com.br/img/img_prod/1357340/manequim_processo_de_desenvolvimento_do_feto_cl_414_79415_1_d24d4fc13d23969502f913576d1bdbf7.png;;;;Clone;CL-414;;Anatômicos e Simuladores
O Processo de Desenvolvimento do Feto (Meio Tamanho)  CL-414A;https://images.tcdn.com.br/img/img_prod/1357340/o_processo_de_desenvolvimento_do_feto_meio_tamanho_cl_414a_79417_1_605d6cbedfc4c04603fcbafa6bb42a4f.png;;;;Clone;CL-414A;;Anatômicos e Simuladores
Manequim Bebê em Tamanho Natural para Treinamento RCP  CL-416;https://images.tcdn.com.br/img/img_prod/1357340/manequim_bebe_em_tamanho_natural_para_treinamento_rcp_cl_416_79419_1_15ca40770c1738543d08d57edc75b0a3.png;;;;Clone;CL-416;;Anatômicos e Simuladores
Simulador de Parto Básico  CL-419A;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_parto_basico_cl_419a_79421_1_c3218b7b375eb7d6ee3cd0ea04fd42f5.png;;;;Clone;CL-419A;;Anatômicos e Simuladores
Simulador de Treinamento de Distocia  CL-419B;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_treinamento_de_distocia_cl_419b_79423_1_d0322d7cbd0504011e3c94b8f2b871a4.png;;;;Clone;CL-419B;;Anatômicos e Simuladores
Modelo de Obstrução Infantil  CL-422;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_obstrucao_infantil_cl_422_79425_1_de9753ac73372a05bfbcd9fbf050489f.png;;;;Clone;CL-422;;Anatômicos e Simuladores
Modelo de Injeção de Nádegas  CL-431;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_injecao_de_nadegas_cl_431_79427_1_56ec91528d291db25b36d027dda584a0.png;;;;Clone;CL-431;;Anatômicos e Simuladores
Simulador Eletrônico de Injeção de Nádegas  CL-431A;https://images.tcdn.com.br/img/img_prod/1357340/simulador_eletronico_de_injecao_de_nadegas_cl_431a_79429_1_61cc4a34feb70f982a099936f63133a7.png;;;;Clone;CL-431A;;Anatômicos e Simuladores
Braço para Treinamento com Acessórios em Tamanho Natural  CL-434;https://images.tcdn.com.br/img/img_prod/1357340/braco_para_treinamento_com_acessorios_em_tamanho_natural_cl_434_79431_1_8c3363d9fe76673df7e13d9acbc6a768.png;;;;Clone;CL-434;;Anatômicos e Simuladores
Modelo de Braço de Treinamento Injetável (Sem Conjunto)  CL-434A;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_braco_de_treinamento_injetavel_sem_conjunto_cl_434a_79433_1_e683238a904233a8118143e9fa80bc52.png;;;;Clone;CL-434A;;Anatômicos e Simuladores
Modelo de Útero Natural - CL-436;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_utero_natural_cl_436_79435_1_7f672f9591843aad1b4ede036e7ded20.png;;;;Clone;CL-436;;Anatômicos e Simuladores
Modelo de Útero Ampliado - CL-436A;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_utero_ampliado_cl_436a_79437_1_bdced1e5d0af1f6d2f47f9e668ba3a60.png;;;;Clone;CL-436A;;Anatômicos e Simuladores
Braço Para Pratica Avançada de Sutura  CL-439;https://images.tcdn.com.br/img/img_prod/1357340/braco_para_pratica_avancada_de_sutura_cl_439_79439_1_384372c170071af20a7027a1c9f84104.png;;;;Clone;CL-439;;Anatômicos e Simuladores
Perna Para Prática Avançada de Sutura  CL-440;https://images.tcdn.com.br/img/img_prod/1357340/perna_para_pratica_avancada_de_sutura_cl_440_79441_1_7d8dd86dd0708d631d008cdb116f884e.png;;;;Clone;CL-440;;Anatômicos e Simuladores
Mão de Treinamento IV  CL-441;https://images.tcdn.com.br/img/img_prod/1357340/mao_de_treinamento_iv_cl_441_79443_1_485328d7a1ba5b84528be385570c26af.png;;;;Clone;CL-441;;Anatômicos e Simuladores
Mão Eletrônica de Treinamento IV  CL-441A;https://images.tcdn.com.br/img/img_prod/1357340/mao_eletronica_de_treinamento_iv_cl_441a_79445_1_7409c5517926ccdf6de4d63a524d257c.png;https://images.tcdn.com.br/img/img_prod/1357340/mao_eletronica_de_treinamento_iv_cl_441a_79445_2_84d46bddfd33017a1b1100e277800444.png;;;Clone;CL-441A;;Anatômicos e Simuladores
Simulador de Braço Superior com Injeção Intramuscular Vestível  CL-441B;https://images.tcdn.com.br/img/img_prod/1357340/simulador_de_braco_superior_com_injecao_intramuscular_vestivel_cl_441b_79447_1_3770c175d23ad8f07caca0213a584efd.png;;;;Clone;CL-441B;;Anatômicos e Simuladores
Almofada de Injeção IV  CL-442;https://images.tcdn.com.br/img/img_prod/1357340/almofada_de_injecao_iv_cl_442_79449_1_5f58f7d3e3e4b60dfc3c4b3237798b6f.png;;;;Clone;CL-442;;Anatômicos e Simuladores
Almofada Para Prática de Sutura  CL-442A;https://images.tcdn.com.br/img/img_prod/1357340/almofada_para_pratica_de_sutura_cl_442a_79451_1_78db127c97a1877fa2df8cadf76232d6.png;;;;Clone;CL-442A;;Anatômicos e Simuladores
Modelo de Excisão de Cisto Sebáceo  CL-443;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_excisao_de_cisto_sebaceo_cl_443_79453_1_364fceae0a298c473a1bb2e846f99240.png;;;;Clone;CL-443;;Anatômicos e Simuladores
PAD de Treinamento para Injeção Intramuscular  CL-445;https://images.tcdn.com.br/img/img_prod/1357340/pad_de_treinamento_para_injecao_intramuscular_cl_445_79455_1_8f0f19d2f90b84ec29a21425bf6afff5.png;;;;Clone;CL-445;;Anatômicos e Simuladores
Braço de Treinamento IV Multifuncional  CL-446;https://images.tcdn.com.br/img/img_prod/1357340/braco_de_treinamento_iv_multifuncional_cl_446_79457_1_487ed51cf63ac2da56458c760d27151b.png;;;;Clone;CL-446;;Anatômicos e Simuladores
Treinamento de Sutura de Vulva  CL-447;https://images.tcdn.com.br/img/img_prod/1357340/treinamento_de_sutura_de_vulva_cl_447_79459_1_89b2fc50da34780525349dd183e589c4.png;;;;Clone;CL-447;;Anatômicos e Simuladores
Modelo de Injeção Intramuscular  CL-453A;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_injecao_intramuscular_cl_453a_79461_1_adec91436620d71ca5212a2de371e39a.png;;;;Clone;CL-453A;;Anatômicos e Simuladores
Modelo de evolução de decúbito - CL-459A;https://images.tcdn.com.br/img/img_prod/1357340/modelo_de_evolucao_de_decubito_cl_459a_79463_1_0f8ab3b8f0dbb5b97e51f5514913b733.png;;;;Clone;CL-459A;;Anatômicos e Simuladores
Braço de Punção Venosa Infantil Avançado  CL-484;https://images.tcdn.com.br/img/img_prod/1357340/braco_de_puncao_venosa_infantil_avancado_cl_484_79465_1_ef62460c394f03b15c1947bf6ef0464f.png;;;;Clone;CL-484;;Anatômicos e Simuladores
Operação Asséptica Pré-Operatória Simulador de Treinamento  CL-489;https://images.tcdn.com.br/img/img_prod/1357340/operacao_asseptica_pre_operatoria_simulador_de_treinamento_cl_489_79467_1_d8ee9d386a598072fdf403f3825f72ca.png;;;;Clone;CL-489;;Anatômicos e Simuladores
Tampa Pingadeira pra Banho Maria - PING-7;https://images.tcdn.com.br/img/img_prod/1357340/tampa_pingadeira_pra_banho_maria_ping_7_1_20251013142814_bd270a55830e.png;;;;Vulcan;PING-7;;Banho Maria
Clipe de Mohr de 60mm - 4013303;https://images.tcdn.com.br/img/img_prod/1357340/clipe_de_mohr_de_60mm_4013303_79495_1_e16d6e221d6ac5864ed26fc1c394c165.png;https://images.tcdn.com.br/img/img_prod/1357340/clipe_de_mohr_de_60mm_4013303_79495_2_2d5e40302c4dfd69a9076d2dc79e6748.png;;;;4013303;;Ferragens
Furador de Rolha Jogo com 12 Peças - 4014302;https://images.tcdn.com.br/img/img_prod/1357340/furador_de_rolha_jogo_com_12_pecas_4014302_79499_1_dc5eb4f93fca533b73f8083b191ab14a.png;https://images.tcdn.com.br/img/img_prod/1357340/furador_de_rolha_jogo_com_12_pecas_4014302_79499_2_bae24c0f261c08e04b8b8d9f1324258d.png;https://images.tcdn.com.br/img/img_prod/1357340/furador_de_rolha_jogo_com_12_pecas_4014302_79499_3_0fe5b5e0de105ebc9129f5c5241d8c87.png;;Satra;4014302;;Ferragens
Furador de Rolha Jogo com 6 Peças - 4014301;https://images.tcdn.com.br/img/img_prod/1357340/furador_de_rolha_jogo_com_6_pecas_4014301_79503_1_e3f7822381c4469e697c9a3a2d1d6b34.png;https://images.tcdn.com.br/img/img_prod/1357340/furador_de_rolha_jogo_com_6_pecas_4014301_79503_2_59b25ac913a0c3e0427b7c8d71f0c015.png;https://images.tcdn.com.br/img/img_prod/1357340/furador_de_rolha_jogo_com_6_pecas_4014301_79503_3_381775bfbc7cdc6cbeb3d21ac41e4d40.png;;Satra;4014301;;Ferragens
Pegador de madeira para Tubo de Ensaio - 4012201;https://images.tcdn.com.br/img/img_prod/1357340/pegador_de_madeira_para_tubo_de_ensaio_4012201_79509_1_9ba17101b41dd820988f8f0bdd2c17ce.png;https://images.tcdn.com.br/img/img_prod/1357340/pegador_de_madeira_para_tubo_de_ensaio_4012201_79509_2_5dffb8ca6f930a2cdf2186668498f3e3.png;https://images.tcdn.com.br/img/img_prod/1357340/pegador_de_madeira_para_tubo_de_ensaio_4012201_79509_3_a99e8c90bb31499b61a36bfd52c17bb9.png;;Satra;4012201;;Ferragens
Pinça para Béquer com 15cm sem Capa-4012001;https://images.tcdn.com.br/img/img_prod/1357340/pinca_para_bequer_com_15cm_sem_capa_4012001_79523_1_f00319d502adb32775f1b14464fc9ab7.png;;;;Satra;4012001;;Ferragens
Pinça para tubo de ensaio em aço inox Abertura de 20mm - 4012202;https://images.tcdn.com.br/img/img_prod/1357340/pinca_para_tubo_de_ensaio_em_aco_inox_abertura_de_20mm_4012202_79549_1_b386c2baddb5884c54467fc9158431fe.png;;;;Satra;4012202;;Ferragens
Plataforma Elevatória Tipo Jack em Aço Inox 15x15x250cm - LJ304-150;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aco_inox_15x15cm_4013405_79551_1_7d3f3ead5568b8bb36e8dd1afc277442.png;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aco_inox_15x15cm_4013405_79551_2_a81cb2863a37a4d231206648756f15ec.png;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aco_inox_15x15cm_4013405_79551_3_ae2cf2abb661f324b15c6fe14226a283.png;;Satra;LJ304-150;;Ferragens
Plataforma Elevatória Tipo Jack em Aço Inox 20x20x280cm - LJ304-200;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aco_inox_20x20cm_4013406_79553_1_e6040d678c972d6f01bfce58bf98592e.png;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aco_inox_20x20cm_4013406_79553_2_fbb73fe310ecba1794b7fba74bdb071d.png;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aco_inox_20x20cm_4013406_79553_3_1dc353e0782efab3e0c28699f958b8b8.png;;Satra;LJ304-200;;Ferragens
Plataforma Elevatória Tipo Jack em Alumínio 20x20 - LJ450-200;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aluminio_20x20_4013403_79555_1_83e8bac150110de7a3e3e476da67bda3.png;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aluminio_20x20_4013403_79555_2_4b98a088669d7e7ea9f03a291ffbd176.png;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aluminio_20x20_4013403_79555_3_9420c99a07d796d8066079ab8cc7cf9c.png;;Satra;LJ450-200;;Ferragens
Espátula com Cabo de Madeira- 4014101;https://images.tcdn.com.br/img/img_prod/1357340/espatula_com_cabo_de_madeira_4014101_79559_1_507406bf2818e801ede1e3f87b7e3d20.png;https://images.tcdn.com.br/img/img_prod/1357340/espatula_com_cabo_de_madeira_4014101_79559_2_df44591ee18cb5e02b1078bcd27f8ffb.png;https://images.tcdn.com.br/img/img_prod/1357340/espatula_com_cabo_de_madeira_4014101_79559_3_2e881d189f23b1999f1f060b3d592b58.png;;Satra;4014101;;Ferragens
Colher de cabeça unica em aço inox - 4013703-CX10;https://images.tcdn.com.br/img/img_prod/1357340/colher_de_cabeca_unica_em_aco_inox_4013703_cx10_79575_1_dbcca591eeecc1bbc185ff4fc4dd89ec.png;;;;Satra;4013703-CX10;;Ferragens
Colher de cabeça unica em aço inox - CAI180;https://images.tcdn.com.br/img/img_prod/1357340/colher_de_cabeca_unica_em_aco_inox_cai180_79579_1_06e54ea733d46e3e816d3aa58f430234.png;;;;Satra;CAI;;Ferragens
Colher de cabeça unica em aço inox - CAI220;https://images.tcdn.com.br/img/img_prod/1357340/colher_de_cabea_unica_em_ao_inox_cai220_1_20251024145824_21d7d55a40af.png;;;;Satra;CAI220;;Ferragens
Espátula com colher em aço inox - Espatula com colher - 4013901;https://images.tcdn.com.br/img/img_prod/1357340/espatula_com_colher_em_aco_inox_espatula_com_colher_4013901_79583_1_4d2ddcd38fa819781284d3d22820c1ba.png;https://images.tcdn.com.br/img/img_prod/1357340/espatula_com_colher_em_aco_inox_espatula_com_colher_4013901_79583_2_1a1458a4ef931f49fae30749b5293c10.png;;;Satra;4013901;;Ferragens
Lamparinas - Lamparina em aço inox - LAMINO-400;https://images.tcdn.com.br/img/img_prod/1357340/lamparinas_lamparina_em_ao_inox_lamino_400_1_20250825102257_d8735e4d69d3.png;;;;Satra;LAMINO-400;;Ferragens
Colher de cabeça dupla - CCAI180/CCAI220;https://images.tcdn.com.br/img/img_prod/1357340/collher_de_cabeca_dupla_ccai180_ccai220_79625_1_7f5826c2d0cdf27f3a024f38e779c891.png;;;;Satra;CCAI180;;Ferragens
Estojo em Inox para PRP e PRF - BOX-PRP/PRF;https://images.tcdn.com.br/img/img_prod/1357340/estojo_em_inox_para_prp_e_prf_box_prp_prf_79627_1_838625165f25645bb646c7b53f12ddf6.png;https://images.tcdn.com.br/img/img_prod/1357340/estojo_em_inox_para_prp_e_prf_box_prp_prf_79627_2_bd07d5327e42158ffc8a4516bdbc629c.png;;;Satra;BOX-PRP/PRF;;Ferragens
Pinça para Béquer com 15cm com Capa-4012002;https://images.tcdn.com.br/img/img_prod/1357340/pinca_para_bequer_com_15cm_com_capa_4012002_79637_1_f1ff1d12be2b4f6970fe4de297a146e0.png;;;;Satra;4012002;;Ferragens
Plataforma Elevatória Tipo Jack em Alumínio 15x15cm - LJ450-150;https://images.tcdn.com.br/img/img_prod/1357340/plataforma_elevatoria_tipo_jack_em_aluminio_15x15cm_4013402_79641_1_5f1a590b46d653ee2abbd5c992322217.png;;;;Satra;LJ450-150;;Ferragens
Pinça para Bureta com Cabo e Abertura de 35mm-4010202;https://images.tcdn.com.br/img/img_prod/1357340/pinca_para_bureta_com_cabo_e_abertura_de_35mm_4010202_79643_1_4c743fd05ffcc5dbc1f1daa1ec3282a7.png;;;;Satra;4010202;;Ferragens
Collher de cabeça dupla - CCAI220;https://images.tcdn.com.br/img/img_prod/1357340/collher_de_cabeca_dupla_ccai220_79653_1_b6fb9088556e2ea69a728ed1d051f6e1.png;;;;Satra;CCAI220;;Ferragens
Colher de cabeça unica em aço inox - 4013701;https://images.tcdn.com.br/img/img_prod/1357340/colher_de_cabeca_unica_em_aco_inox_4013701_79655_1_8fb4666a4022d22d633d30328b1917c6.png;;;;Satra;4013701;;Ferragens
pHmetro Portátil pH 0,0 a 14 - PH-002;https://images.tcdn.com.br/img/img_prod/1357340/phmetro_portatil_ph_0_0_a_14_ph_002_79687_1_9f23c58739cf1b50f26ccde951c25f34.png;https://images.tcdn.com.br/img/img_prod/1357340/phmetro_portatil_ph_0_0_a_14_ph_002_79687_2_0c4fbd385defd6e8bdd1e78bfd5297bb.png;;;Satra;PH-002;;Equipamentos
Agitador Vortex até 3.800 RPM Velocidade Regulavel - VX-38-BI;https://images.tcdn.com.br/img/img_prod/1357340/agitador_vortex_at_3800_rpm_velocidade_regulavel_1_20260115092942_c5b672f8b588.png;https://images.tcdn.com.br/img/img_prod/1357340/agitador_vortex_at_3800_rpm_velocidade_regulavel_1_20260114175251_330ba657127c.png;;;Satra;VX-38-BI;;Equipamentos
Espectrofotômetro com Faixa de 190 a 1100nm UV-VIS Duplo Feixe e Largura de Banda de 2nm -  IL-0082-Y-NM;https://images.tcdn.com.br/img/img_prod/1357340/espectrofotometro_com_faixa_de_190_a_1100nm_uv_vis_duplo_feixe_e_largura_de_banda_de_2nm_il_0082_y_n_79691_1_8b2e7562f98263d83329af07549c4d6b.png;https://images.tcdn.com.br/img/img_prod/1357340/espectrofotometro_com_faixa_de_190_a_1100nm_uv_vis_duplo_feixe_e_largura_de_banda_de_2nm_il_0082_y_n_79691_2_5ed89ab035bcfc5087bd4de76615c621.png;https://images.tcdn.com.br/img/img_prod/1357340/espectrofotometro_com_faixa_de_190_a_1100nm_uv_vis_duplo_feixe_e_largura_de_banda_de_2nm_il_0082_y_n_79691_3_41297d4caadeba577d59d1d5728d7bd8.png;https://images.tcdn.com.br/img/img_prod/1357340/espectrofotometro_com_faixa_de_190_a_1100nm_uv_vis_duplo_feixe_e_largura_de_banda_de_2nm_il_0082_y_n_79691_4_4b427de256f913437ea46ff061cfca72.png;Kasuaki;IL-0082-Y-NM-BI;https://images.tcdn.com.br/img/img_prod/1357340/espectrofotometro_com_faixa_de_190_a_1100nm_uv_vis_duplo_feixe_e_largura_de_banda_de_2nm_il_0082_y_n_79691_5_afe20a18dd560d9137ee14c1e14cc799.png;Equipamentos
