Nome produto;Imagem principal;Imagem 2;Imagem 3;Imagem 4;Marca;Modelo;Imagens adicionais;Nome categoria
Semi-microcubeta de quartzo, marca Ioncell - Q-27;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_27_q_147_77409_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_27_q_147_77409_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-27 / Q-147;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-269;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_269_q_279_77411_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_269_q_279_77411_2_2f0b6af00714cd7201454712431d9a96.png;;;Ioncell;Q-269 / Q-279;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-28;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_28_q_148_77425_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_28_q_148_77425_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-28 / Q-148;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-283;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_283_q_373_q_383_77427_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_283_q_373_q_383_77427_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-283 / Q-373 / Q-383;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-286;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_286_q_376_q_386_77429_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_286_q_376_q_386_77429_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-286 / Q-376 / Q-386;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-287;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_287_q_377_q387_77431_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_287_q_377_q387_77431_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-287 / Q-377 / Q-387;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-284;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_284_q_374_q_384_77435_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_284_q_374_q_384_77435_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-284 / Q-374 / Q-384;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-289;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_289_q_379_q_389_77437_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_289_q_379_q_389_77437_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-289 / Q-379 / Q-389;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-288;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_288_q_378_q_388_77439_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_288_q_378_q_388_77439_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-288 / Q-378 / Q-388;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-296;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_296_q_396_77441_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_296_q_396_77441_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-296 / Q-396;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-285;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_285_q_375_q_385_77443_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_285_q_375_q_385_77443_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-285 / Q-375 / Q-385;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-29;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_29_q_149_77445_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_29_q_149_77445_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-29 / Q-149;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-295;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_295_q_395_77447_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_295_q_395_77447_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-295 / Q-395;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-298;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_298_q_398_77449_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_298_q_398_77449_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-298 / Q-398;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-297;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_297_q_397_77451_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_297_q_397_77451_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-297 / Q-397;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-294;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_294_q_394_77453_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_294_q_394_77453_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-294 / Q-394;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-293;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_293_q_393_77455_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_293_q_393_77455_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-293 / Q-393;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-299;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_299_q_399_77457_1_3c0b99ed392b5b0c2c65972642bf2f45.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_299_q_399_77457_2_fa1e56c6e51114d363ae6e6fe8459da1.png;;;Ioncell;Q-299 / Q-399;;Cubetas
Cubeta Especial de quartzo com altura de 40mm, marca Ioncell - Q-322;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_322_77459_1_2121c6f4b0e784f54118c50904a4c0d3.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_322_77459_2_a6ba5f1b6a2f3fc58985aa2bf677c3e5.png;;;Ioncell;Q-322;;Cubetas
Cubeta Especial de quartzo com altura de 40mm, marca Ioncell - Q-321;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_321_77461_1_2121c6f4b0e784f54118c50904a4c0d3.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_321_77461_2_a6ba5f1b6a2f3fc58985aa2bf677c3e5.png;;;Ioncell;Q-321;;Cubetas
Cubeta Especial de quartzo com altura de 40mm, marca Ioncell - Q-323;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_323_77463_1_2121c6f4b0e784f54118c50904a4c0d3.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_323_77463_2_a6ba5f1b6a2f3fc58985aa2bf677c3e5.png;;;Ioncell;Q-323;;Cubetas
Cubeta de Quartzo Standard com Tampa, Caminho Ótico 5mm, Volume 1,7ml, marca Ioncell - Q-3;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_5mm_volume_1_7ml_marca_ioncell_q_3_77465_1_1001e17a4fc76c170fd86f4991c58506.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_5mm_volume_1_7ml_marca_ioncell_q_3_77465_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-3;;Cubetas
Cubeta Especial de quartzo com altura de 40mm, marca Ioncell - Q-325;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_325_77467_1_2121c6f4b0e784f54118c50904a4c0d3.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_325_77467_2_a6ba5f1b6a2f3fc58985aa2bf677c3e5.png;;;Ioncell;Q-325;;Cubetas
Cubeta Especial de quartzo com altura de 40mm, marca Ioncell - Q-326;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_326_77469_1_2121c6f4b0e784f54118c50904a4c0d3.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_326_77469_2_a6ba5f1b6a2f3fc58985aa2bf677c3e5.png;;;Ioncell;Q-326;;Cubetas
Cubeta Especial de quartzo com altura de 40mm, marca Ioncell - Q-327;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_327_77473_1_2121c6f4b0e784f54118c50904a4c0d3.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_especial_de_quartzo_com_altura_de_40mm_marca_ioncell_q_327_77473_2_a6ba5f1b6a2f3fc58985aa2bf677c3e5.png;;;Ioncell;Q-327;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-33;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_33_77475_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-33;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-34;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_34_77477_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-34;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-35;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_35_77479_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-35;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-36;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_36_77481_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-36;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-37;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_37_77485_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-37;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-38;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_38_77493_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-38;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-39;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_39_77515_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-39;;Cubetas
Cubeta de Quartzo Standard com Tampa, Caminho Ótico 10mm, Volume 3,5ml, marca Ioncell - Q-4;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_10mm_volume_3_5ml_marca_ioncell_q_4_77531_1_1001e17a4fc76c170fd86f4991c58506.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_10mm_volume_3_5ml_marca_ioncell_q_4_77531_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-4;;Cubetas
Microcubeta quadrada de quartzo, marca Ioncell - Q-424;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_quadrada_de_quartzo_marca_ioncell_q_424_q_434_q_444_q_454_77533_1_f2b3dd15ab53328d5d1f0934df37ac08.png;;;;Ioncell;Q-424 / Q-434 / Q-444 / Q-454;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-43;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_43_q_123_q_133_77535_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_43_q_123_q_133_77535_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-43 / Q-123 / Q-133;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-44;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_44_q_124_q_134_77539_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_44_q_124_q_134_77539_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-44 / Q-124 / Q-134;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-45;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_45_q_125_q_135_77543_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_45_q_125_q_135_77543_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-45 / Q-125 / Q-135;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-46;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_46_q_126_q_136_77547_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_46_q_126_q_136_77547_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-46 / Q-126 / Q-136;;Cubetas
Microcubeta quadrada de quartzo, marca Ioncell - Q-464;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_quadrada_de_quartzo_marca_ioncell_q_464_q_474_q_484_q_494_77549_1_0b5e46fa15a16019de664bbb724e63b1.png;;;;Ioncell;Q-464 / Q-474 / Q-484 / Q-494;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-48;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_48_q_128_q_138_77551_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_48_q_128_q_138_77551_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-48;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-47;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_47_q_127_q_137_77553_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_47_q_127_q_137_77553_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-47 / Q-127 / Q-137;;Cubetas
Cubeta de Quartzo Standard com Tampa, Caminho Ótico 20mm, Volume 7ml, marca Ioncell - Q-5;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_20mm_volume_7ml_marca_ioncell_q_5_77559_1_1001e17a4fc76c170fd86f4991c58506.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_20mm_volume_7ml_marca_ioncell_q_5_77559_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-5;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-49;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_49_q_129_q_139_77563_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_49_q_129_q_139_77563_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-49 / Q-129 / Q-139;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-514;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_514_77565_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-514;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-504;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_504_77567_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-504;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-524;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_524_77569_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-524;;Cubetas
Microcubeta de quartzo com largura interna de 2mm, marca Ioncell - Q-53;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_com_largura_interna_de_2mm_marca_ioncell_q_53_77571_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-53;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-534;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_534_77573_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-534;;Cubetas
Microcubeta de quartzo com largura interna de 2mm, marca Ioncell - Q-54;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_com_largura_interna_de_2mm_marca_ioncell_q_54_77575_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-54;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-544;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_544_77577_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-544;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-554;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_554_77579_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-554;;Cubetas
Microcubeta de quartzo com largura interna de 2mm, marca Ioncell - Q-55;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_com_largura_interna_de_2mm_marca_ioncell_q_55_77581_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-55;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-564;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_564_77583_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-564;;Cubetas
Microcubeta de quartzo com largura interna de 2mm, marca Ioncell - Q-56;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_com_largura_interna_de_2mm_marca_ioncell_q_56_77585_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-56;;Cubetas
Microcubeta de quartzo com largura interna de 2mm, marca Ioncell - Q-57;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_com_largura_interna_de_2mm_marca_ioncell_q_57_77587_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-57;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-574;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_574_77589_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-574;;Cubetas
Microcubeta de quartzo com largura interna de 2mm, marca Ioncell - Q-58;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_com_largura_interna_de_2mm_marca_ioncell_q_58_77591_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-58;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-584;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_584_77593_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-584;;Cubetas
Microcubeta de quartzo com largura interna de 2mm, marca Ioncell - Q-59;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_com_largura_interna_de_2mm_marca_ioncell_q_59_77595_1_2b72ae25528f1329ea40c1de876bf012.png;;;;Ioncell;Q-59;;Cubetas
Microcubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-594;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_594_77597_1_fba3477af54248b38e74607ac24f8b07.png;;;;Ioncell;Q-594;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 15mm, marca Ioncell - Q-604;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_15mm_marca_ioncell_q_604_77599_1_014e3e369241a74cbf283b7dbcb6885d.png;;;;Ioncell;Q-604;;Cubetas
Cubeta de Quartzo Standard com Tampa, Caminho Ótico 30mm, Volume 10,5ml, marca Ioncell - Q-6;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_30mm_volume_10_5ml_marca_ioncell_q_6_77601_1_1001e17a4fc76c170fd86f4991c58506.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_30mm_volume_10_5ml_marca_ioncell_q_6_77601_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-6;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 35mm, marca Ioncell - Q-614;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_35mm_marca_ioncell_q_614_77603_1_23a701df9c51f231963ee21983bc398d.png;;;;Ioncell;Q-614;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 34mm, marca Ioncell - Q-624;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_34mm_marca_ioncell_q_624_77605_1_23a701df9c51f231963ee21983bc398d.png;;;;Ioncell;Q-624;;Cubetas
